"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-23","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-24","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-25","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-26","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-28","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-29","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-30","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-01-31","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-01","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-02","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-03","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-04","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-05","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-08","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-09","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-10","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-11","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-12","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-13","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-14","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-15","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-16","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-17","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-19","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-20","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-21","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-22","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-23","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-24","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-25","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-26","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-27","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-02-28","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-01","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-02","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-03","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-04","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-05","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-08","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-09","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-10","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-11","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-12","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-13","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-14","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-15","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-16","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-17","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-18","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-19","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-20","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-21","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-22","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-23","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-24","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-25","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-26","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-28","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-29","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-30","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-03-31","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-01","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-02","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-03","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-04","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-05","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-08","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-09","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-10","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-11","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-12","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-13","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-14","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-15","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-16","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-17","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-18","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-19","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-20","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-21","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-22","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-23","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-24","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-25","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-26","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-27","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-28","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-29","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-04-30","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-01","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-02","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-03","86"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-04","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-05","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-06","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-07","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-08","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-09","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-10","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-11","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-12","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-13","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-14","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-15","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-16","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-17","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-18","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-19","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-20","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-21","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-22","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-23","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-24","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-25","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-26","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-28","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-29","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-30","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-05-31","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-01","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-02","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-03","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-04","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-05","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-08","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-12","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-13","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-14","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-15","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-16","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-17","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-18","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-19","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-20","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-21","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-22","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-23","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-24","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-25","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-26","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-28","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-29","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-06-30","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-01","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-02","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-03","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-04","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-05","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-06","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-08","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-09","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-10","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-11","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-12","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-13","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-14","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-15","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-16","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-17","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-18","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-19","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-20","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-21","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-22","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-23","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-24","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-25","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-26","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-27","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-28","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-29","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-30","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-07-31","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-01","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-02","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-03","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-04","75"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-05","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-06","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-07","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-08","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-09","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-10","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-11","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-12","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-13","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-14","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-15","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-16","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-17","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-18","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-19","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-20","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-21","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-22","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-23","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-24","73"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-25","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-26","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-28","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-29","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-30","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-08-31","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-01","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-02","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-03","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-04","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-05","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-07","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-08","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-09","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-10","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-11","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-12","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-13","77"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-14","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-15","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-16","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-17","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-18","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-19","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-20","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-21","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-22","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-23","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-24","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-25","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-26","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-09-27","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-05","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-06","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-08","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-09","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-10","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-11","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-12","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-13","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-14","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-15","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-16","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-17","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-18","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-19","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-20","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-21","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-22","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-23","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-24","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-25","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-26","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-28","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-29","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-30","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-10-31","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-01","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-02","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-07","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-08","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-20","86"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-21","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-22","86"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-23","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-24","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-25","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-26","86"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-28","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-29","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-11-30","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-01","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-02","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-03","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-04","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-05","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-06","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-07","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-08","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-09","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-10","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-11","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-12","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-13","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-14","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-15","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-16","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-17","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-18","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-19","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-20","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-21","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-22","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-23","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-24","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-25","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-26","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-28","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-29","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-30","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2006-12-31","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-01","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-02","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-03","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-04","76"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-05","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-06","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-07","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-08","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-09","78"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-10","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-11","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-12","79"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-13","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-14","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-15","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-16","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-17","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-18","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-19","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-20","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-21","80"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-22","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-24","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-26","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-27","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-28","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-29","83"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-01-30","81"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-25","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-26","82"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-27","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-28","84"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-29","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-30","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-03-31","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-04-01","86"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-04-02","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-04-03","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-04-04","85"
"SL000061856","LUNGI, SL","8.617","-13.2","27.0","2007-04-05","85"
